count,age,sex,race,intent,year
1,27,F,Asian/Pacific Islander,Suicide,2012
5,16,F,White,Homicide,2014
4,7,M,White,Homicide,2014
1,11,F,Hispanic,Homicide,2013
1,4,M,Hispanic,Homicide,2013
13,49,M,Hispanic,Homicide,2012
1,41,M,Native American/Native Alaskan,Suicide,2012
1,66,M,Asian/Pacific Islander,Suicide,2013
1,46,M,Native American/Native Alaskan,Accidental,2014
1,48,F,Native American/Native Alaskan,Suicide,2012
1,90,M,Black,Suicide,2012
3,89,F,White,Homicide,2013
1,45,M,Black,Undetermined,2012
34,42,M,Hispanic,Homicide,2012
1,51,F,Asian/Pacific Islander,Suicide,2013
13,39,M,Black,Suicide,2014
9,35,F,Hispanic,Homicide,2012
3,58,M,Asian/Pacific Islander,Suicide,2013
2,46,F,Black,Suicide,2014
3,14,F,Hispanic,Homicide,2013
4,83,M,Black,Suicide,2012
5,21,M,Asian/Pacific Islander,Suicide,2012
1,30,F,Asian/Pacific Islander,Suicide,2012
7,84,F,White,Homicide,2013
6,9,F,White,Homicide,2014
4,2,M,White,Homicide,2014
3,3,M,Black,Accidental,2013
2,34,M,Native American/Native Alaskan,Suicide,2012
2,0,M,White,Homicide,2014
4,34,F,Hispanic,Homicide,2012
2,59,M,Asian/Pacific Islander,Suicide,2013
4,47,F,Black,Suicide,2014
16,43,M,Hispanic,Homicide,2012
1,50,F,Asian/Pacific Islander,Suicide,2013
22,38,M,Black,Suicide,2014
1,13,F,Hispanic,Homicide,2013
6,84,M,Black,Suicide,2012
7,22,M,Asian/Pacific Islander,Suicide,2012
7,83,F,White,Homicide,2013
3,10,F,White,Homicide,2014
4,4,M,Black,Accidental,2013
1,49,M,Black,Accidental,2012
1,42,F,Native American/Native Alaskan,Suicide,2012
3,35,M,Native American/Native Alaskan,Suicide,2012
1,43,M,Black,Undetermined,2012
20,41,M,Black,Suicide,2014
2,15,M,Native American/Native Alaskan,Suicide,2013
5,37,F,Hispanic,Homicide,2012
2,33,F,Asian/Pacific Islander,Suicide,2012
1,53,F,Asian/Pacific Islander,Suicide,2013
2,60,M,Asian/Pacific Islander,Suicide,2013
1,48,F,Black,Suicide,2014
16,44,M,Hispanic,Homicide,2012
1,85,M,Black,Suicide,2012
4,86,F,White,Homicide,2013
4,23,M,Asian/Pacific Islander,Suicide,2012
1,32,F,Asian/Pacific Islander,Suicide,2012
3,4,M,White,Homicide,2014
4,16,F,Hispanic,Homicide,2013
1,7,M,Hispanic,Homicide,2013
2,36,M,Native American/Native Alaskan,Suicide,2012
1,47,M,Black,Accidental,2012
3,16,M,Native American/Native Alaskan,Suicide,2013
21,45,M,Hispanic,Homicide,2012
3,61,M,Asian/Pacific Islander,Suicide,2013
16,40,M,Black,Suicide,2014
2,36,F,Hispanic,Homicide,2012
2,85,F,White,Homicide,2013
3,49,F,Black,Suicide,2014
5,24,M,Asian/Pacific Islander,Suicide,2012
1,3,M,White,Homicide,2014
1,15,F,Hispanic,Homicide,2013
1,2,M,Black,Accidental,2013
5,37,M,Native American/Native Alaskan,Suicide,2012
11,46,M,Black,Suicide,2012
42,38,M,White,Homicide,2013
46,35,M,Hispanic,Homicide,2014
3,39,F,Black,Suicide,2012
18,47,F,White,Homicide,2013
4,41,M,Black,Accidental,2014
6,42,F,Hispanic,Homicide,2014
1,15,M,Native American/Native Alaskan,Accidental,2013
2,2,F,White,Homicide,2012
1,9,M,White,Homicide,2012
1,83,F,Black,Suicide,2014
4,30,M,Asian/Pacific Islander,Suicide,2014
1,21,F,Asian/Pacific Islander,Suicide,2014
3,43,M,Native American/Native Alaskan,Suicide,2014
1,34,F,Native American/Native Alaskan,Suicide,2014
1,37,M,Black,Undetermined,2014
2,40,M,Black,Accidental,2014
3,38,F,Black,Suicide,2012
14,46,F,White,Homicide,2013
5,43,F,Hispanic,Homicide,2014
11,47,M,Black,Suicide,2012
39,39,M,White,Homicide,2013
44,34,M,Hispanic,Homicide,2014
2,1,F,White,Homicide,2012
5,10,M,White,Homicide,2012
4,29,M,Asian/Pacific Islander,Suicide,2014
1,84,F,Black,Suicide,2014
1,37,M,Native American/Native Alaskan,Accidental,2012
1,40,M,Native American/Native Alaskan,Undetermined,2012
2,35,F,Native American/Native Alaskan,Suicide,2014
3,42,M,Native American/Native Alaskan,Suicide,2014
1,NA,M,Black,Suicide,2012
4,41,F,Black,Suicide,2012
1,34,M,Black,Undetermined,2014
3,44,F,Hispanic,Homicide,2014
18,48,M,Black,Suicide,2012
32,40,M,White,Homicide,2013
2,33,M,Asian/Pacific Islander,Suicide,2014
30,37,M,Hispanic,Homicide,2014
5,11,M,White,Homicide,2012
2,4,F,White,Homicide,2012
3,32,M,Asian/Pacific Islander,Suicide,2014
1,23,F,Asian/Pacific Islander,Suicide,2014
24,49,F,White,Homicide,2013
1,94,M,Black,Suicide,2014
3,45,M,Native American/Native Alaskan,Suicide,2014
2,73,M,Asian/Pacific Islander,Suicide,2013
42,41,M,White,Homicide,2013
1,38,M,Black,Accidental,2014
46,36,M,Hispanic,Homicide,2014
7,40,F,Black,Suicide,2012
19,48,F,White,Homicide,2013
1,5,F,Native American/Native Alaskan,Accidental,2013
4,45,F,Hispanic,Homicide,2014
3,3,F,White,Homicide,2012
1,12,M,White,Homicide,2012
8,31,M,Asian/Pacific Islander,Suicide,2014
1,24,F,Asian/Pacific Islander,Suicide,2014
16,49,M,Black,Suicide,2012
1,93,M,Black,Suicide,2014
1,35,M,Native American/Native Alaskan,Accidental,2012
5,44,M,Native American/Native Alaskan,Suicide,2014
1,90,M,Hispanic,Homicide,2012
1,37,F,Native American/Native Alaskan,Suicide,2014
1,40,M,Black,Undetermined,2014
5,37,M,Black,Accidental,2014
18,42,M,Black,Suicide,2012
50,34,M,White,Homicide,2013
27,39,M,Hispanic,Homicide,2014
3,35,F,Black,Suicide,2012
17,43,F,White,Homicide,2013
4,46,F,Hispanic,Homicide,2014
7,13,M,White,Homicide,2012
11,6,F,White,Homicide,2012
4,26,M,Asian/Pacific Islander,Suicide,2014
1,96,M,Black,Suicide,2014
1,37,M,Native American/Native Alaskan,Undetermined,2012
1,47,M,Native American/Native Alaskan,Suicide,2014
1,36,M,Black,Accidental,2014
4,34,F,Black,Suicide,2012
21,42,F,White,Homicide,2013
1,47,F,Hispanic,Homicide,2014
17,43,M,Black,Suicide,2012
45,35,M,White,Homicide,2013
36,38,M,Hispanic,Homicide,2014
7,14,M,White,Homicide,2012
2,5,F,White,Homicide,2012
5,25,M,Asian/Pacific Islander,Suicide,2014
1,39,F,Native American/Native Alaskan,Suicide,2014
2,46,M,Native American/Native Alaskan,Suicide,2014
1,35,M,Black,Accidental,2014
19,41,M,Hispanic,Homicide,2014
1,49,M,Native American/Native Alaskan,Suicide,2014
2,37,F,Black,Suicide,2012
15,45,F,White,Homicide,2013
3,48,F,Hispanic,Homicide,2014
22,44,M,Black,Suicide,2012
41,36,M,White,Homicide,2013
1,35,M,Native American/Native Alaskan,Undetermined,2012
1,38,M,Native American/Native Alaskan,Accidental,2012
1,8,F,White,Homicide,2012
11,15,M,White,Homicide,2012
3,28,M,Asian/Pacific Islander,Suicide,2014
1,89,F,Black,Suicide,2014
2,40,F,Native American/Native Alaskan,Suicide,2014
1,34,M,Black,Accidental,2014
11,45,M,Black,Suicide,2012
49,37,M,White,Homicide,2013
35,40,M,Hispanic,Homicide,2014
5,36,F,Black,Suicide,2012
16,44,F,White,Homicide,2013
1,93,F,Hispanic,Homicide,2012
1,70,M,Asian/Pacific Islander,Suicide,2013
4,49,F,Hispanic,Homicide,2014
2,41,F,Native American/Native Alaskan,Suicide,2014
5,7,F,White,Homicide,2012
15,16,M,White,Homicide,2012
4,27,M,Asian/Pacific Islander,Suicide,2014
1,18,M,Asian/Pacific Islander,Accidental,2012
4,48,M,Native American/Native Alaskan,Suicide,2014
17,38,M,Black,Suicide,2012
52,46,M,White,Homicide,2013
18,43,M,Hispanic,Homicide,2014
1,47,F,Black,Suicide,2012
20,39,F,White,Homicide,2013
8,34,F,Hispanic,Homicide,2014
3,35,M,Native American/Native Alaskan,Suicide,2014
5,10,F,White,Homicide,2012
2,1,M,White,Homicide,2012
3,84,M,Black,Suicide,2014
8,22,M,Asian/Pacific Islander,Suicide,2014
2,46,F,Black,Suicide,2012
24,38,F,White,Homicide,2013
6,35,F,Hispanic,Homicide,2014
13,39,M,Black,Suicide,2012
38,47,M,White,Homicide,2013
21,42,M,Hispanic,Homicide,2014
1,8,M,Native American/Native Alaskan,Accidental,2013
1,88,M,Native American/Native Alaskan,Suicide,2012
3,48,M,Black,Accidental,2014
1,56,M,Asian/Pacific Islander,Undetermined,2013
6,34,M,Native American/Native Alaskan,Suicide,2014
1,2,M,White,Homicide,2012
2,9,F,White,Homicide,2012
4,83,M,Black,Suicide,2014
6,21,M,Asian/Pacific Islander,Suicide,2014
1,30,F,Asian/Pacific Islander,Suicide,2014
1,36,F,Hispanic,Homicide,2014
24,40,M,Black,Suicide,2012
43,48,M,White,Homicide,2013
21,45,M,Hispanic,Homicide,2014
6,NA,M,White,Homicide,2013
11,41,F,White,Homicide,2013
1,42,M,Black,Undetermined,2014
2,47,M,Black,Accidental,2014
1,35,F,Black,Undetermined,2014
2,37,M,Native American/Native Alaskan,Suicide,2014
6,3,M,White,Homicide,2012
3,12,F,White,Homicide,2012
8,24,M,Asian/Pacific Islander,Suicide,2014
2,31,F,Asian/Pacific Islander,Suicide,2014
2,49,F,Black,Suicide,2012
2,86,M,Black,Suicide,2014
21,44,M,Hispanic,Homicide,2014
3,48,F,Black,Suicide,2012
14,40,F,White,Homicide,2013
3,82,M,Asian/Pacific Islander,Suicide,2013
5,37,F,Hispanic,Homicide,2014
25,41,M,Black,Suicide,2012
1,43,M,Black,Undetermined,2014
2,36,M,Native American/Native Alaskan,Suicide,2014
1,89,F,Hispanic,Homicide,2012
4,11,F,White,Homicide,2012
1,4,M,White,Homicide,2012
5,23,M,Asian/Pacific Islander,Suicide,2014
40,49,M,White,Homicide,2013
3,85,M,Black,Suicide,2014
1,43,M,Native American/Native Alaskan,Accidental,2012
1,NA,M,Black,Undetermined,2014
29,34,M,Black,Suicide,2012
51,42,M,White,Homicide,2013
7,47,M,Hispanic,Homicide,2014
1,41,F,Black,Undetermined,2014
2,43,F,Black,Suicide,2012
15,35,F,White,Homicide,2013
4,38,F,Hispanic,Homicide,2014
1,45,M,Black,Accidental,2014
2,39,M,Native American/Native Alaskan,Suicide,2014
1,27,M,White,NA,2013
2,14,F,White,Homicide,2012
1,5,M,White,Homicide,2012
3,13,M,Black,Suicide,2013
1,75,M,Asian/Pacific Islander,Suicide,2013
6,18,M,Asian/Pacific Islander,Suicide,2014
2,25,F,Asian/Pacific Islander,Suicide,2014
1,88,M,Black,Suicide,2014
1,42,F,Black,Suicide,2012
19,34,F,White,Homicide,2013
3,39,F,Hispanic,Homicide,2014
17,35,M,Black,Suicide,2012
61,43,M,White,Homicide,2013
7,46,M,Hispanic,Homicide,2014
1,44,M,Black,Accidental,2014
1,47,F,Native American/Native Alaskan,Suicide,2014
2,38,M,Native American/Native Alaskan,Suicide,2014
5,13,F,White,Homicide,2012
8,6,M,White,Homicide,2012
2,76,M,Asian/Pacific Islander,Suicide,2013
1,14,M,Black,Suicide,2013
2,87,M,Black,Suicide,2014
1,26,F,Asian/Pacific Islander,Suicide,2014
3,45,F,Black,Suicide,2012
10,37,F,White,Homicide,2013
7,40,F,Hispanic,Homicide,2014
19,36,M,Black,Suicide,2012
34,44,M,White,Homicide,2013
1,90,M,Black,Suicide,2014
12,49,M,Hispanic,Homicide,2014
1,41,M,Native American/Native Alaskan,Suicide,2014
1,0,M,Native American/Native Alaskan,Accidental,2013
7,7,M,White,Homicide,2012
6,16,F,White,Homicide,2012
5,15,M,Black,Suicide,2013
1,27,F,Asian/Pacific Islander,Suicide,2014
5,20,M,Asian/Pacific Islander,Suicide,2014
19,37,M,Black,Suicide,2012
29,45,M,White,Homicide,2013
13,48,M,Hispanic,Homicide,2014
7,36,F,White,Homicide,2013
1,44,F,Black,Suicide,2012
4,41,F,Hispanic,Homicide,2014
4,40,M,Native American/Native Alaskan,Suicide,2014
3,8,M,White,Homicide,2012
2,15,F,White,Homicide,2012
9,16,M,Black,Suicide,2013
5,19,M,Asian/Pacific Islander,Suicide,2014
47,25,M,White,Homicide,2012
13,18,F,White,Homicide,2012
15,17,M,Black,Suicide,2013
2,26,F,Black,Suicide,2013
4,76,M,Black,Suicide,2014
1,14,M,Asian/Pacific Islander,Suicide,2014
3,71,M,Hispanic,Homicide,2012
1,80,F,Hispanic,Homicide,2012
1,49,M,Asian/Pacific Islander,Undetermined,2013
2,59,M,Native American/Native Alaskan,Suicide,2014
1,50,F,Native American/Native Alaskan,Suicide,2014
1,52,M,Black,Undetermined,2014
8,62,M,Black,Suicide,2012
30,54,M,White,Homicide,2013
17,51,M,Hispanic,Homicide,2014
1,55,F,Black,Suicide,2012
7,63,F,White,Homicide,2013
1,57,M,Black,Accidental,2014
67,26,M,White,Homicide,2012
8,17,F,White,Homicide,2012
12,18,M,Black,Suicide,2013
3,25,F,Black,Suicide,2013
5,75,M,Black,Suicide,2014
1,68,F,Black,Suicide,2014
2,58,M,Native American/Native Alaskan,Suicide,2014
1,80,M,Native American/Native Alaskan,Suicide,2012
2,54,F,Black,Suicide,2012
10,62,F,White,Homicide,2013
1,59,F,Hispanic,Homicide,2014
3,63,M,Black,Suicide,2012
24,55,M,White,Homicide,2013
13,50,M,Hispanic,Homicide,2014
47,27,M,White,Homicide,2012
17,20,F,White,Homicide,2012
11,19,M,Black,Suicide,2013
5,28,F,Black,Suicide,2013
1,16,M,Asian/Pacific Islander,Suicide,2014
9,65,M,Black,Suicide,2012
8,66,F,White,Homicide,2013
7,78,M,Black,Suicide,2014
1,69,F,Black,Suicide,2014
1,52,F,Native American/Native Alaskan,Suicide,2014
1,81,M,Native American/Native Alaskan,Suicide,2012
1,61,M,Native American/Native Alaskan,Suicide,2014
2,57,F,Black,Suicide,2012
1,55,M,Black,Accidental,2014
2,50,M,Black,Undetermined,2014
12,64,M,Black,Suicide,2012
29,56,M,White,Homicide,2013
1,29,M,Native American/Native Alaskan,Accidental,2013
8,53,M,Hispanic,Homicide,2014
1,26,M,Native American/Native Alaskan,Undetermined,2013
60,28,M,White,Homicide,2012
4,19,F,White,Homicide,2012
33,20,M,Black,Suicide,2013
6,27,F,Black,Suicide,2013
1,15,M,Asian/Pacific Islander,Suicide,2014
2,66,M,Black,Suicide,2012
10,65,F,White,Homicide,2013
6,77,M,Black,Suicide,2014
1,70,F,Black,Suicide,2014
2,60,M,Native American/Native Alaskan,Suicide,2014
2,74,M,Hispanic,Homicide,2012
29,57,M,White,Homicide,2013
1,51,M,Black,Undetermined,2014
13,52,M,Hispanic,Homicide,2014
1,56,F,Black,Suicide,2012
17,64,F,White,Homicide,2013
2,61,F,Hispanic,Homicide,2014
11,22,F,White,Homicide,2012
52,29,M,White,Homicide,2012
24,21,M,Black,Suicide,2013
2,30,F,Black,Suicide,2013
5,80,M,Black,Suicide,2014
1,71,F,Black,Suicide,2014
2,67,M,Hispanic,Homicide,2012
1,70,M,Black,Undetermined,2012
1,32,M,Native American/Native Alaskan,Undetermined,2013
7,58,M,Black,Suicide,2012
43,50,M,White,Homicide,2013
11,55,M,Hispanic,Homicide,2014
2,51,F,Black,Suicide,2012
22,59,F,White,Homicide,2013
61,30,M,White,Homicide,2012
18,21,F,White,Homicide,2012
32,22,M,Black,Suicide,2013
1,29,F,Black,Suicide,2013
1,84,M,Asian/Pacific Islander,Suicide,2013
2,79,M,Black,Suicide,2014
1,72,F,Black,Suicide,2014
1,68,M,Hispanic,Homicide,2012
1,65,F,Black,Undetermined,2014
1,62,M,Native American/Native Alaskan,Suicide,2014
1,52,M,Black,Accidental,2014
3,50,F,Black,Suicide,2012
11,58,F,White,Homicide,2013
1,63,F,Hispanic,Homicide,2014
8,59,M,Black,Suicide,2012
44,51,M,White,Homicide,2013
11,54,M,Hispanic,Homicide,2014
3,69,M,Hispanic,Homicide,2012
1,85,M,Asian/Pacific Islander,Suicide,2013
1,65,F,Hispanic,Homicide,2014
54,31,M,White,Homicide,2012
19,24,F,White,Homicide,2012
29,23,M,Black,Suicide,2013
1,32,F,Black,Suicide,2013
1,51,M,Black,Accidental,2014
1,54,M,Black,Undetermined,2014
1,77,M,Native American/Native Alaskan,Suicide,2012
3,57,M,Hispanic,Homicide,2014
12,61,F,White,Homicide,2013
3,33,F,Black,Suicide,2013
3,53,F,Black,Suicide,2012
1,82,M,Black,Suicide,2014
10,60,M,Black,Suicide,2012
46,52,M,White,Homicide,2013
1,70,M,Hispanic,Homicide,2012
18,23,F,White,Homicide,2012
46,32,M,White,Homicide,2012
34,24,M,Black,Suicide,2013
2,31,F,Black,Suicide,2013
1,11,M,Asian/Pacific Islander,Suicide,2014
1,2,M,Asian/Pacific Islander,Accidental,2012
1,64,M,Native American/Native Alaskan,Suicide,2014
1,35,F,Asian/Pacific Islander,Undetermined,2013
1,50,M,Black,Accidental,2014
1,55,M,Black,Undetermined,2014
40,33,M,White,Homicide,2012
6,61,M,Black,Suicide,2012
31,53,M,White,Homicide,2013
3,81,M,Black,Suicide,2014
2,56,M,Hispanic,Homicide,2014
5,52,F,Black,Suicide,2012
6,60,F,White,Homicide,2013
2,51,M,Native American/Native Alaskan,Suicide,2014
3,66,M,Black,Accidental,2014
23,17,M,White,Homicide,2012
14,26,F,White,Homicide,2012
21,25,M,Black,Suicide,2013
2,18,F,Black,Suicide,2013
5,68,M,Black,Suicide,2014
2,13,F,Asian/Pacific Islander,Suicide,2014
1,79,M,Hispanic,Homicide,2012
16,54,M,Black,Suicide,2012
22,62,M,White,Homicide,2013
4,59,M,Hispanic,Homicide,2014
2,63,F,Black,Suicide,2012
14,55,F,White,Homicide,2013
3,50,F,Hispanic,Homicide,2014
1,27,F,Native American/Native Alaskan,Undetermined,2013
1,53,F,Black,Undetermined,2014
1,71,M,Native American/Native Alaskan,Suicide,2012
1,59,F,Native American/Native Alaskan,Suicide,2014
2,65,M,Black,Accidental,2014
38,18,M,White,Homicide,2012
13,25,F,White,Homicide,2012
24,26,M,Black,Suicide,2013
1,17,F,Black,Suicide,2013
9,67,M,Black,Suicide,2014
13,54,F,White,Homicide,2013
8,55,M,Black,Suicide,2012
19,63,M,White,Homicide,2013
3,58,M,Hispanic,Homicide,2014
1,24,M,Native American/Native Alaskan,Accidental,2013
1,74,F,Hispanic,Homicide,2012
3,53,M,Native American/Native Alaskan,Suicide,2014
18,28,F,White,Homicide,2012
43,19,M,White,Homicide,2012
34,27,M,Black,Suicide,2013
13,65,M,White,Homicide,2013
11,70,M,Black,Suicide,2014
3,52,F,Hispanic,Homicide,2014
12,56,M,Black,Suicide,2012
24,64,M,White,Homicide,2013
1,73,M,Native American/Native Alaskan,Suicide,2012
1,61,M,Hispanic,Homicide,2014
16,57,F,White,Homicide,2013
1,39,M,Asian/Pacific Islander,Undetermined,2013
5,52,M,Native American/Native Alaskan,Suicide,2014
14,27,F,White,Homicide,2012
44,20,M,White,Homicide,2012
28,28,M,Black,Suicide,2013
1,19,F,Black,Suicide,2013
2,16,F,Asian/Pacific Islander,Suicide,2014
1,65,F,Black,Suicide,2012
18,66,M,White,Homicide,2013
2,69,M,Black,Suicide,2014
2,60,M,Hispanic,Homicide,2014
1,64,F,Black,Suicide,2012
10,56,F,White,Homicide,2013
10,57,M,Black,Suicide,2012
2,55,M,Native American/Native Alaskan,Suicide,2014
23,30,F,White,Homicide,2012
65,21,M,White,Homicide,2012
3,22,F,Black,Suicide,2013
28,29,M,Black,Suicide,2013
1,84,F,Asian/Pacific Islander,Suicide,2013
1,91,M,Asian/Pacific Islander,Suicide,2013
6,72,M,Black,Suicide,2014
1,79,F,Black,Suicide,2014
1,75,M,Hispanic,Homicide,2012
12,50,M,Black,Suicide,2012
32,58,M,White,Homicide,2013
1,63,M,Hispanic,Homicide,2014
4,59,F,Black,Suicide,2012
17,51,F,White,Homicide,2013
2,54,F,Hispanic,Homicide,2014
1,64,M,Black,Undetermined,2014
2,81,M,Black,Accidental,2012
1,67,M,Native American/Native Alaskan,Suicide,2012
1,66,M,Black,Undetermined,2014
2,54,M,Native American/Native Alaskan,Suicide,2014
68,22,M,White,Homicide,2012
19,29,F,White,Homicide,2012
25,30,M,Black,Suicide,2013
1,21,F,Black,Suicide,2013
6,71,M,Black,Suicide,2014
1,80,F,Black,Suicide,2014
1,76,M,Hispanic,Homicide,2012
1,20,M,Native American/Native Alaskan,Accidental,2013
11,50,F,White,Homicide,2013
1,55,F,Hispanic,Homicide,2014
10,51,M,Black,Suicide,2012
36,59,M,White,Homicide,2013
2,62,M,Hispanic,Homicide,2014
1,76,M,Black,Undetermined,2012
9,74,M,Black,Suicide,2014
1,70,F,Hispanic,Homicide,2012
3,57,M,Native American/Native Alaskan,Suicide,2014
47,23,M,White,Homicide,2012
13,32,F,White,Homicide,2012
26,31,M,Black,Suicide,2013
6,24,F,Black,Suicide,2013
14,33,F,White,Homicide,2012
20,53,F,White,Homicide,2013
3,56,F,Hispanic,Homicide,2014
14,52,M,Black,Suicide,2012
13,60,M,White,Homicide,2013
1,59,M,Black,Accidental,2014
2,69,M,Native American/Native Alaskan,Suicide,2012
3,73,M,Black,Suicide,2014
1,78,M,Hispanic,Homicide,2012
3,65,M,Hispanic,Homicide,2014
69,24,M,White,Homicide,2012
14,31,F,White,Homicide,2012
22,32,M,Black,Suicide,2013
2,23,F,Black,Suicide,2013
11,53,M,Black,Suicide,2012
21,33,M,Black,Suicide,2013
19,61,M,White,Homicide,2013
1,82,F,Black,Suicide,2014
3,64,M,Hispanic,Homicide,2014
3,60,F,Black,Suicide,2012
18,52,F,White,Homicide,2013
1,70,M,Native American/Native Alaskan,Suicide,2012
1,51,F,Black,Accidental,2014
1,46,F,Asian/Pacific Islander,Accidental,2013
1,8,M,Black,Accidental,2014
1,68,F,Asian/Pacific Islander,Suicide,2012
2,13,M,Black,Suicide,2012
3,14,F,White,Homicide,2013
4,5,M,White,Homicide,2013
1,75,M,Asian/Pacific Islander,Suicide,2012
1,87,F,White,Homicide,2014
1,96,M,White,Homicide,2014
2,9,F,Hispanic,Homicide,2014
42,42,M,White,Homicide,2012
14,34,M,Black,Suicide,2013
1,54,F,Asian/Pacific Islander,Suicide,2014
19,35,F,White,Homicide,2012
5,43,F,Black,Suicide,2013
3,63,M,Asian/Pacific Islander,Suicide,2014
1,24,F,Asian/Pacific Islander,Undetermined,2013
1,14,M,Black,Suicide,2012
4,13,F,White,Homicide,2013
1,6,M,White,Homicide,2013
3,88,F,White,Homicide,2014
1,1,M,Hispanic,Homicide,2014
1,10,F,Hispanic,Homicide,2014
16,34,F,White,Homicide,2012
2,42,F,Black,Suicide,2013
1,62,M,Asian/Pacific Islander,Suicide,2014
44,43,M,White,Homicide,2012
21,35,M,Black,Suicide,2013
2,55,F,Asian/Pacific Islander,Suicide,2014
1,52,M,Asian/Pacific Islander,Undetermined,2012
1,89,F,White,Homicide,2014
3,4,M,Hispanic,Homicide,2014
1,11,F,Hispanic,Homicide,2014
5,15,M,Black,Suicide,2012
6,16,F,White,Homicide,2013
1,7,M,White,Homicide,2013
2,66,M,Asian/Pacific Islander,Suicide,2014
2,77,M,Asian/Pacific Islander,Suicide,2012
32,44,M,White,Homicide,2012
21,36,M,Black,Suicide,2013
1,56,F,Asian/Pacific Islander,Suicide,2014
12,37,F,White,Homicide,2012
3,45,F,Black,Suicide,2013
4,90,F,White,Homicide,2014
3,12,F,Hispanic,Homicide,2014
1,3,M,Hispanic,Homicide,2014
5,16,M,Black,Suicide,2012
2,8,M,White,Homicide,2013
3,15,F,White,Homicide,2013
3,65,M,Asian/Pacific Islander,Suicide,2014
13,36,F,White,Homicide,2012
4,44,F,Black,Suicide,2013
3,64,M,Asian/Pacific Islander,Suicide,2014
36,45,M,White,Homicide,2012
18,37,M,Black,Suicide,2013
1,86,M,Native American/Native Alaskan,Suicide,2013
1,57,F,Asian/Pacific Islander,Suicide,2014
3,4,M,Black,Accidental,2014
1,79,M,Asian/Pacific Islander,Suicide,2012
2,1,M,White,Homicide,2013
1,10,F,White,Homicide,2013
3,83,F,White,Homicide,2014
2,13,F,Hispanic,Homicide,2014
4,0,M,White,Homicide,2013
39,46,M,White,Homicide,2012
19,38,M,Black,Suicide,2013
19,39,F,White,Homicide,2012
3,47,F,Black,Suicide,2013
2,59,M,Asian/Pacific Islander,Suicide,2014
6,3,M,Black,Accidental,2014
2,9,F,White,Homicide,2013
2,2,M,White,Homicide,2013
4,84,F,White,Homicide,2014
2,14,F,Hispanic,Homicide,2014
15,38,F,White,Homicide,2012
3,46,F,Black,Suicide,2013
2,58,M,Asian/Pacific Islander,Suicide,2014
41,47,M,White,Homicide,2012
18,39,M,Black,Suicide,2013
1,51,F,Asian/Pacific Islander,Suicide,2014
1,88,M,Native American/Native Alaskan,Suicide,2013
1,5,M,Black,Undetermined,2014
2,2,M,Black,Accidental,2014
1,49,F,Black,Suicide,2013
7,85,F,White,Homicide,2014
5,15,F,Hispanic,Homicide,2014
1,8,M,Hispanic,Homicide,2014
4,12,F,White,Homicide,2013
1,3,M,White,Homicide,2013
2,61,M,Asian/Pacific Islander,Suicide,2014
3,81,M,Asian/Pacific Islander,Suicide,2012
41,48,M,White,Homicide,2012
20,40,M,Black,Suicide,2013
1,52,F,Asian/Pacific Islander,Suicide,2014
21,41,F,White,Homicide,2012
1,16,M,Native American/Native Alaskan,Suicide,2014
1,6,M,Black,Undetermined,2014
1,73,F,Asian/Pacific Islander,Suicide,2012
1,1,M,Black,Accidental,2014
38,49,M,White,Homicide,2012
4,86,F,White,Homicide,2014
5,16,F,Hispanic,Homicide,2014
1,7,M,Hispanic,Homicide,2014
2,4,M,White,Homicide,2013
16,40,F,White,Homicide,2012
2,48,F,Black,Suicide,2013
8,60,M,Asian/Pacific Islander,Suicide,2014
11,41,M,Black,Suicide,2013
1,15,M,Native American/Native Alaskan,Suicide,2014
1,14,F,Black,Suicide,2012
6,13,M,White,Homicide,2013
1,6,F,White,Homicide,2013
1,67,M,Asian/Pacific Islander,Suicide,2012
1,1,F,Hispanic,Homicide,2014
3,16,M,Black,Accidental,2014
48,34,M,White,Homicide,2012
18,42,M,Black,Suicide,2013
19,43,F,White,Homicide,2012
1,35,F,Black,Suicide,2013
2,55,M,Asian/Pacific Islander,Suicide,2014
1,0,F,Hispanic,Homicide,2014
3,5,F,White,Homicide,2013
1,68,M,Asian/Pacific Islander,Suicide,2012
2,14,M,White,Homicide,2013
1,96,F,White,Homicide,2014
1,87,M,White,Homicide,2014
1,2,F,Hispanic,Homicide,2014
1,9,M,Hispanic,Homicide,2014
1,15,M,Black,Accidental,2014
16,42,F,White,Homicide,2012
2,34,F,Black,Suicide,2013
1,54,M,Asian/Pacific Islander,Suicide,2014
38,35,M,White,Homicide,2012
15,43,M,Black,Suicide,2013
1,63,F,Asian/Pacific Islander,Suicide,2014
1,97,F,White,Homicide,2014
3,12,M,Hispanic,Homicide,2014
1,3,F,Hispanic,Homicide,2014
3,8,F,White,Homicide,2013
5,15,M,White,Homicide,2013
1,69,M,Asian/Pacific Islander,Suicide,2012
1,57,M,Asian/Pacific Islander,Suicide,2014
53,36,M,White,Homicide,2012
19,44,M,Black,Suicide,2013
18,45,F,White,Homicide,2012
2,37,F,Black,Suicide,2013
3,4,F,Hispanic,Homicide,2014
1,11,M,Hispanic,Homicide,2014
2,15,F,Black,Suicide,2012
12,16,M,White,Homicide,2013
1,7,F,White,Homicide,2013
1,13,M,Black,Accidental,2014
13,44,F,White,Homicide,2012
2,36,F,Black,Suicide,2013
2,56,M,Asian/Pacific Islander,Suicide,2014
